/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_05556K00/NL-HlmNHA_1478_05556K00_30.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_07453K00/NL-HlmNHA_1478_07453K00_23.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_13042K00/NL-HlmNHA_1478_13042K00_03.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_14921K00/NL-HlmNHA_1478_14921K00_10.jpg,90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_02336K00/NL-HlmNHA_1478_02336K00_35.jpg,180
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_09401K00/NL-HlmNHA_1478_09401K00_33.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_05416K00/NL-HlmNHA_1478_05416K00_02.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_19114K01/NL-HlmNHA_1478_19114K01_01.jpg,90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_21463K00/NL-HlmNHA_1478_21463K00_05.jpg,90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_05877K00/NL-HlmNHA_1478_05877K00_33.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_19878K00/NL-HlmNHA_1478_19878K00_15.jpg,90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_00291K00/NL-HlmNHA_1478_00291K00_03.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_09971K00/NL-HlmNHA_1478_09971K00_31.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_24363K00/NL-HlmNHA_1478_24363K00_02.jpg,90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_02171K00/NL-HlmNHA_1478_02171K00_18.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_13708K01/NL-HlmNHA_1478_13708K01_26.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_23822K00/NL-HlmNHA_1478_23822K00_26.jpg,90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_10530K01/NL-HlmNHA_1478_10530K01_23.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_15758K00/NL-HlmNHA_1478_15758K00_33.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_06529K00/NL-HlmNHA_1478_06529K00_02.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_18563K00/NL-HlmNHA_1478_18563K00_30.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_07705K00/NL-HlmNHA_1478_07705K00_18.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_09019K00/NL-HlmNHA_1478_09019K00_29.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_29465K00/NL-HlmNHA_1478_29465K00_36.jpg,90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_22183K00/NL-HlmNHA_1478_22183K00_32.jpg,90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_29525K00/NL-HlmNHA_1478_29525K00_03.jpg,90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_26858K00/NL-HlmNHA_1478_26858K00_30.jpg,90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_14626K01/NL-HlmNHA_1478_14626K01_09.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_09048K00/NL-HlmNHA_1478_09048K00_13.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_06154K00/NL-HlmNHA_1478_06154K00_10.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_10440K00/NL-HlmNHA_1478_10440K00_11.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_08297K00/NL-HlmNHA_1478_08297K00_33.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_03872K00/NL-HlmNHA_1478_03872K00_29.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_13769K00/NL-HlmNHA_1478_13769K00_36.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_07269K00/NL-HlmNHA_1478_07269K00_15.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_05661K01/NL-HlmNHA_1478_05661K01_05.jpg,-90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_21614K01/NL-HlmNHA_1478_21614K01_32.jpg,90
/users/melvinwevers/Sync/Work/data/HisVis2/NL-HlmNHA_1478_10411K00/NL-HlmNHA_1478_10411K00_14.jpg,-90
