,precision,recall,f1-score,support
kerk_buiten,0.7,0.5833333333333334,0.6363636363636365,12.0
kermis,0.0,0.0,0.0,2.0
kerstmis,0.5,0.2,0.28571428571428575,5.0
keuken,0.42857142857142855,0.42857142857142855,0.42857142857142855,7.0
klaslokaal,0.525,0.5384615384615384,0.5316455696202531,39.0
koe,0.5,0.6,0.5454545454545454,5.0
konijn,0.0,0.0,0.0,3.0
kunstwerk,0.7058823529411765,0.5217391304347826,0.6,46.0
luchtfoto,1.0,0.9230769230769231,0.9600000000000001,13.0
maquette,0.6666666666666666,0.5714285714285714,0.6153846153846153,7.0
markt,0.5675675675675675,0.6176470588235294,0.5915492957746479,34.0
mensen_op_een_boot,0.5833333333333334,0.3684210526315789,0.4516129032258065,19.0
mensen_op_trap,0.5,0.5,0.5,2.0
mensenmassa,0.43023255813953487,0.6491228070175439,0.5174825174825174,57.0
militair,0.75,0.6,0.6666666666666665,15.0
motorfiets,0.5555555555555556,0.5,0.5263157894736842,10.0
muziek_optreden,0.7157894736842105,0.6415094339622641,0.6766169154228856,106.0
ongeluk_brancard,0.0,0.0,0.0,3.0
ontvangst_afscheid,0.0,0.0,0.0,18.0
opgraving,0.8333333333333334,0.625,0.7142857142857143,8.0
optocht,0.4,0.6666666666666666,0.5,18.0
paard,0.7894736842105263,0.6521739130434783,0.7142857142857143,23.0
plattegrond,1.0,0.4,0.5714285714285715,5.0
portret,0.7768115942028986,0.783625730994152,0.7802037845705968,342.0
race,0.875,0.5384615384615384,0.6666666666666667,13.0
roeien,1.0,0.5,0.6666666666666666,4.0
rugby,1.0,0.5,0.6666666666666666,2.0
schaatsen,0.8125,0.6842105263157895,0.742857142857143,19.0
schaken_dammen,0.9117647058823529,0.8611111111111112,0.8857142857142858,36.0
scheepswerf,0.6666666666666666,0.3333333333333333,0.4444444444444444,12.0
sinterklaas,0.9090909090909091,0.6382978723404256,0.75,47.0
slagerij,0.6666666666666666,0.6666666666666666,0.6666666666666666,9.0
sneeuwlandschap,0.5333333333333333,0.6666666666666666,0.5925925925925926,12.0
speech,0.5833333333333334,0.5384615384615384,0.5599999999999999,39.0
speeltuin,0.4166666666666667,0.5,0.45454545454545453,10.0
sport_overig,0.0,0.0,0.0,8.0
standbeeld,0.6904761904761905,0.8055555555555556,0.7435897435897436,36.0
stemlokaal,0.0,0.0,0.0,1.0
straat,0.5327868852459017,0.6074766355140186,0.5676855895196506,107.0
strand,0.6444444444444445,0.7435897435897436,0.6904761904761906,39.0
tafel_tennis,0.5,1.0,0.6666666666666666,1.0
tennis,1.0,0.5,0.6666666666666666,2.0
tentoonstelling,0.5576923076923077,0.6041666666666666,0.5799999999999998,48.0
terras,0.625,0.5555555555555556,0.5882352941176471,9.0
theater,0.38636363636363635,0.53125,0.4473684210526316,32.0
toren,0.7142857142857143,0.5,0.588235294117647,10.0
tram,1.0,0.5,0.6666666666666666,2.0
trein,1.0,0.5,0.6666666666666666,4.0
trein_ongeluk,1.0,0.9411764705882353,0.9696969696969697,17.0
trein_station,0.6,0.75,0.6666666666666665,4.0
uitreiking_huldiging,0.7055555555555556,0.7094972067039106,0.7075208913649025,179.0
vechtsport,1.0,0.5,0.6666666666666666,2.0
vergaderruimte,0.7384615384615385,0.6857142857142857,0.7111111111111111,70.0
vijver_plas,0.14285714285714285,0.2,0.16666666666666666,5.0
visserij,0.6666666666666666,0.375,0.4800000000000001,16.0
vlag_hijsen,0.0,0.0,0.0,1.0
vliegtuig,1.0,1.0,1.0,1.0
voetbal,0.8773006134969326,0.959731543624161,0.9166666666666666,149.0
voetbal_team,0.8888888888888888,0.9411764705882353,0.9142857142857143,17.0
volleybal,0.8461538461538461,0.7857142857142857,0.8148148148148148,14.0
waterpolo,0.0,0.0,0.0,2.0
waterweg,0.3333333333333333,0.36363636363636365,0.34782608695652173,22.0
wielrennen,0.45454545454545453,0.5,0.47619047619047616,10.0
windmolen,0.6666666666666666,0.2857142857142857,0.4,7.0
windsurfen,0.0,0.0,0.0,1.0
winkel_binnen,0.5,0.6097560975609756,0.5494505494505494,41.0
winkelstraat,0.7333333333333333,0.5789473684210527,0.6470588235294117,19.0
woonkamer,0.42857142857142855,0.4,0.4137931034482759,30.0
woonwijk,0.3835616438356164,0.5833333333333334,0.4628099173553719,48.0
zaalvoetbal,0.8333333333333334,0.8823529411764706,0.8571428571428571,17.0
zeepkistenrace,0.0,0.0,0.0,2.0
ziekenhuis,0.5625,0.5294117647058824,0.5454545454545455,17.0
zwaan,0.5,1.0,0.6666666666666666,1.0
accuracy,0.6537356321839081,0.6537356321839081,0.6537356321839081,0.6537356321839081
macro avg,0.612474739627375,0.5311924552346289,0.5478500241505847,3480.0
weighted avg,0.665873375695463,0.6537356321839081,0.6499880340411319,3480.0
