,precision,recall,f1-score,support
hond,0.8333333333333334,0.4,0.5405405405405406,25.0
honkbal,0.8604651162790697,0.6981132075471698,0.7708333333333334,53.0
huisje,0.4166666666666667,0.3125,0.35714285714285715,16.0
kaartspel,0.0,0.0,0.0,1.0
kaartspel ,0.0,0.0,0.0,0.0
kade,0.4,0.42857142857142855,0.4137931034482759,14.0
kamperen,0.75,0.375,0.5,8.0
kantoor,0.5714285714285714,0.34782608695652173,0.4324324324324324,46.0
kapper,0.5,0.1111111111111111,0.1818181818181818,9.0
kerk_binnen,0.7619047619047619,0.6153846153846154,0.6808510638297872,26.0
kerk_buiten,0.4117647058823529,0.5833333333333334,0.4827586206896552,12.0
kermis,0.0,0.0,0.0,2.0
kerstmis,0.0,0.0,0.0,5.0
keuken,0.0,0.0,0.0,7.0
klaslokaal,0.34,0.4358974358974359,0.38202247191011235,39.0
koe,0.0,0.0,0.0,5.0
konijn,0.5,0.6666666666666666,0.5714285714285715,3.0
kostuum,0.0,0.0,0.0,0.0
kunstwerk,0.42857142857142855,0.717391304347826,0.5365853658536586,46.0
luchtfoto,1.0,0.6153846153846154,0.761904761904762,13.0
maquette,0.5,0.42857142857142855,0.4615384615384615,7.0
markt,0.53125,0.5,0.5151515151515151,34.0
mensen_op_een_boot,0.5,0.21052631578947367,0.2962962962962963,19.0
mensen_op_trap,0.5,0.5,0.5,2.0
mensenmassa,0.5333333333333333,0.2807017543859649,0.367816091954023,57.0
militair,0.2727272727272727,0.2,0.23076923076923075,15.0
motorfiets,1.0,0.1,0.18181818181818182,10.0
muziek_optreden,0.4298245614035088,0.46226415094339623,0.44545454545454544,106.0
ongeluk_brancard,0.0,0.0,0.0,3.0
ontvangst_afscheid,0.3333333333333333,0.05555555555555555,0.09523809523809525,18.0
opgraving,1.0,0.125,0.2222222222222222,8.0
optocht,0.1935483870967742,0.6666666666666666,0.30000000000000004,18.0
paard,0.631578947368421,0.5217391304347826,0.5714285714285715,23.0
plattegrond,1.0,0.2,0.33333333333333337,5.0
portret,0.6720867208672087,0.7251461988304093,0.6976090014064699,342.0
race,0.8333333333333334,0.38461538461538464,0.5263157894736842,13.0
roeien,0.5,0.75,0.6,4.0
rugby,0.0,0.0,0.0,2.0
schaatsen,0.5294117647058824,0.47368421052631576,0.5,19.0
schaken_dammen,0.8,0.6666666666666666,0.7272727272727272,36.0
scheepswerf,0.6666666666666666,0.16666666666666666,0.26666666666666666,12.0
sinterklaas,0.5740740740740741,0.6595744680851063,0.613861386138614,47.0
slagerij,0.6,0.3333333333333333,0.42857142857142855,9.0
sneeuwlandschap,0.5,0.5833333333333334,0.5384615384615384,12.0
speech,0.3225806451612903,0.2564102564102564,0.2857142857142857,39.0
speeltuin,0.25,0.4,0.3076923076923077,10.0
sport_overig,0.3333333333333333,0.125,0.18181818181818182,8.0
standbeeld,0.6111111111111112,0.3055555555555556,0.40740740740740744,36.0
stemlokaal,0.0,0.0,0.0,1.0
straat,0.5151515151515151,0.4766355140186916,0.49514563106796117,107.0
strand,0.5897435897435898,0.5897435897435898,0.5897435897435898,39.0
tafel_tennis,0.0,0.0,0.0,1.0
tennis,0.0,0.0,0.0,2.0
tentoonstelling,0.5263157894736842,0.4166666666666667,0.46511627906976744,48.0
terras,0.4444444444444444,0.4444444444444444,0.4444444444444444,9.0
theater,0.3333333333333333,0.21875,0.2641509433962264,32.0
toren,0.8,0.4,0.5333333333333333,10.0
tram,0.25,0.5,0.3333333333333333,2.0
trein,0.5,0.25,0.3333333333333333,4.0
trein_ongeluk,1.0,0.7058823529411765,0.8275862068965517,17.0
trein_station,0.5,0.5,0.5,4.0
uitreiking_huldiging,0.6,0.6368715083798883,0.6178861788617886,179.0
vechtsport,0.25,0.5,0.3333333333333333,2.0
vergaderruimte,0.44954128440366975,0.7,0.547486033519553,70.0
vijver_plas,0.0,0.0,0.0,5.0
visserij,0.0,0.0,0.0,16.0
vlag_hijsen,0.0,0.0,0.0,1.0
vliegtuig,1.0,1.0,1.0,1.0
voetbal,0.7572254335260116,0.8791946308724832,0.8136645962732919,149.0
voetbal_team,0.8125,0.7647058823529411,0.787878787878788,17.0
volleybal,1.0,0.5714285714285714,0.7272727272727273,14.0
waterpolo,0.0,0.0,0.0,2.0
waterweg,0.7142857142857143,0.22727272727272727,0.3448275862068965,22.0
wielrennen,0.0,0.0,0.0,10.0
windmolen,0.75,0.42857142857142855,0.5454545454545454,7.0
windsurfen,0.0,0.0,0.0,1.0
winkel_binnen,0.3142857142857143,0.5365853658536586,0.39639639639639646,41.0
winkelstraat,0.3333333333333333,0.3684210526315789,0.35,19.0
woonkamer,0.38235294117647056,0.43333333333333335,0.40625,30.0
woonwijk,0.46153846153846156,0.25,0.32432432432432434,48.0
zaalvoetbal,0.7647058823529411,0.7647058823529411,0.7647058823529412,17.0
zeepkistenrace,0.0,0.0,0.0,2.0
ziekenhuis,0.35,0.4117647058823529,0.37837837837837834,17.0
zwaan,0.0,0.0,0.0,1.0
micro avg,0.528448275862069,0.528448275862069,0.528448275862069,3480.0
macro avg,0.4740016138097806,0.37107644780911586,0.3841792187051665,3480.0
weighted avg,0.5602382029263149,0.528448275862069,0.5160857081167284,3480.0
