,precision,recall,f1-score,support
trein_ongeluk,1.0,0.5,0.6666666666666666,10.0
trein_station,0.6666666666666666,0.5,0.5714285714285715,4.0
uitreiking_huldiging,0.6875,0.7333333333333333,0.7096774193548386,180.0
vechtsport,0.75,0.75,0.75,4.0
vergaderruimte,0.5423728813559322,0.6530612244897959,0.5925925925925926,49.0
vijver_plas,0.16666666666666666,0.1111111111111111,0.13333333333333333,9.0
visserij,0.8333333333333334,0.5263157894736842,0.6451612903225806,19.0
vlag_hijsen,0.0,0.0,0.0,3.0
vliegtuig,0.0,0.0,0.0,1.0
voetbal,0.9,0.9700598802395209,0.9337175792507204,167.0
voetbal_team,0.95,0.9047619047619048,0.9268292682926829,21.0
vogels,1.0,0.6666666666666666,0.8,12.0
volleybal,1.0,0.6363636363636364,0.7777777777777778,11.0
waterweg,0.32,0.42105263157894735,0.3636363636363636,19.0
wielrennen,0.7857142857142857,0.6875,0.7333333333333334,16.0
windmolen,0.875,0.6363636363636364,0.7368421052631579,11.0
winkel_binnen,0.6585365853658537,0.5510204081632653,0.6,49.0
winkelstraat,0.5789473684210527,0.5,0.5365853658536586,22.0
woonkamer,0.4583333333333333,0.4230769230769231,0.43999999999999995,26.0
woonwijk,0.5,0.5675675675675675,0.5316455696202531,37.0
zaalvoetbal,1.0,0.8666666666666667,0.9285714285714286,15.0
zeepkistenrace,0.0,0.0,0.0,3.0
ziekenhuis,0.5185185185185185,0.6666666666666666,0.5833333333333334,21.0
accuracy,0.6512153759185981,0.6512153759185981,0.6512153759185981,0.6512153759185981
macro avg,0.6136109918040804,0.5376178581447555,0.5582765499655078,3538.0
weighted avg,0.6628096785976544,0.6512153759185981,0.6476435249570417,3538.0
