id,gebruiker_id,scan_id,tijdstip,toelichting,antwoord,status,aangemaakt_op,bewerkt_op
2,23116,4531,2021-11-25 16:11:15,Tandarts met patient in de stoel. Beide Invoerders géén categorie gevonden. Zelf weet ik er ook geen. Portret ?,"Beste Richmonde de Goeje,
Goed punt, ik zou het ook niet weten, dus geen categorie is dan juist. We kunnen deze dan weer meenemen bij de bijschaving van onze labels. 
Groet,
Nico Vriend (NHA)",104,2021-11-25 16:11:15,2021-12-03 16:00:04
