id,serie_id,import_time,contactsheet_uuid,title,handed_out,finished,too_difficult,unusable,handed_out_for_checking,checked,aangemaakt_op,bewerkt_op
1042,1,2021-09-17 17:28:37,41bc16b4-aa72-9b6b-e6f5-0487c1c0bd25,NL-HlmNHA_1478_06836K00_11,2,2,0,0,1,1,2021-09-17 17:28:37,2021-11-23 17:49:05
1043,1,2021-09-17 17:28:37,075a2d24-82c1-4e8d-7e65-0402fb56c655,NL-HlmNHA_1478_06881K00_20,2,2,0,0,1,1,2021-09-17 17:28:37,2021-11-23 18:06:20
1044,1,2021-09-17 17:28:37,fe9813f4-d282-679b-fbea-88ad0d04e431,NL-HlmNHA_1478_06881K00_30,2,2,0,0,1,1,2021-09-17 17:28:37,2021-11-23 18:09:06
1045,1,2021-09-17 17:28:37,7ac4ec04-4f4b-eec3-be19-643e3fb88375,NL-HlmNHA_1478_06933K00_03,2,2,0,0,1,1,2021-09-17 17:28:37,2021-11-23 17:49:24
1046,1,2021-09-17 17:28:37,8b7a9220-9219-3ea5-5101-0c13ac98d8b8,NL-HlmNHA_1478_07222K00_02,2,2,0,0,1,1,2021-09-17 17:28:37,2021-11-23 18:09:15
1047,1,2021-09-17 17:28:37,058bce08-d2b5-9b2a-9bb8-3eb4cdd04280,NL-HlmNHA_1478_07223K00_05,2,2,0,0,1,1,2021-09-17 17:28:37,2021-11-23 20:55:13
1048,1,2021-09-17 17:28:38,7d15a002-491d-3c74-2ddf-d128c961124e,NL-HlmNHA_1478_07301K00_01,2,2,0,0,1,1,2021-09-17 17:28:38,2021-11-23 18:32:43
1049,1,2021-09-17 17:28:38,b76358ad-78d3-e726-92a4-bd96c670ca08,NL-HlmNHA_1478_07301K00_33,2,2,0,0,1,1,2021-09-17 17:28:38,2021-11-23 17:51:29
1050,1,2021-09-17 17:28:38,fe3c9dfa-d934-b69c-99d7-e8641abebfbc,NL-HlmNHA_1478_07314K00_12,2,2,0,0,1,1,2021-09-17 17:28:38,2021-11-23 18:33:49
1051,1,2021-09-17 17:28:38,42d14076-6bd1-2732-c528-62a42c4739ef,NL-HlmNHA_1478_07407K00_31,2,2,0,0,1,1,2021-09-17 17:28:38,2021-11-23 18:35:12
1052,1,2021-09-17 17:28:38,9ae13576-6525-4f44-864c-0b753e10a96c,NL-HlmNHA_1478_07423K00_28,2,2,0,0,1,1,2021-09-17 17:28:38,2021-11-24 08:23:50
1053,1,2021-09-17 17:28:38,99b1706c-1f21-3683-58fb-255d9430c899,NL-HlmNHA_1478_07428K00_15,2,2,0,0,1,1,2021-09-17 17:28:38,2021-11-23 19:14:24
1054,1,2021-09-17 17:28:38,f9319093-1022-d136-005a-f468b13a865c,NL-HlmNHA_1478_07436K00_17,2,2,0,0,1,1,2021-09-17 17:28:38,2021-11-23 17:51:54
1055,1,2021-09-17 17:28:39,ea706e19-f377-d580-1ec2-e6209f700dfe,NL-HlmNHA_1478_07475K00_28,2,2,0,0,1,1,2021-09-17 17:28:39,2021-11-23 17:52:10
1056,1,2021-09-17 17:28:39,ab8c3acc-e49d-0897-c7c1-7258d3ce8c7d,NL-HlmNHA_1478_07538K00_10,2,2,0,0,1,1,2021-09-17 17:28:39,2021-11-23 19:17:21
1057,1,2021-09-17 17:28:39,8cbcdf85-fdbd-8c41-0467-4ac43a227726,NL-HlmNHA_1478_07538K00_12,2,2,0,0,1,1,2021-09-17 17:28:39,2021-11-23 19:17:31
1058,1,2021-09-17 17:28:39,cc066751-8cbb-2a61-4ded-9abea540603c,NL-HlmNHA_1478_07718K00_11,2,2,0,0,1,1,2021-09-17 17:28:39,2021-11-23 19:18:38
1059,1,2021-09-17 17:28:39,5914d800-37bd-4d17-f8f8-acd072e90bb1,NL-HlmNHA_1478_07718K00_18,2,2,0,0,1,1,2021-09-17 17:28:39,2021-11-23 17:52:33
