"id","titel","uitleg","status","has_mover","use_labels","page","startx","starty","offsetx","offsety","updated_at","created_at"
"1","Standaardformulier","Met alle velden","0","0","0","0","0","0","0","0","2021-07-08 11:45:53","2021-07-08 11:45:53"
